Name	Set	ImageFile	Type	Sub-Type	Cost	Attack	Defense	Speed	Damage	Effect	
Ashera	Magicians	Ashera.PNG	Squadron	Order Magician	3	25	20	4	6 + 3x	【Skill】『Judgment』 Choose 1. You can only choose each effect once: •Inflict Bolt (10) to target squadron. •Inflict Bolt (5) to all other revealed squadrons. •Inflict Silence (2) to all revealed squadrons.  『"She is neither holy nor base, angel nor devil. She is... restriction. Order. Stability. Past. Certainty. Restraint. She is Ashera."』	
Irisviel	Magicians	Irisviel.PNG	Squadron	Sanctum Magician	3	20	25	4	6 + 3x	【Skill】 Attach 1 Enchantment augment from hand or ally graveyard to this card. If attached from hand: Draw 1. 【R2 Limit Skill】 Transient activate target soul cost [1] or less Magic ability from ally graveyard for [0]. 【R2 Limit Skill】 When an ally Tome ability leaves the field: Activate it from graveyard.	
Byakuren	Magicians	Byakuren.PNG	Squadron	Aegis Magician	2	20	20	5	7 + 2x	【R2 Limit Action】 Sacrifice 1 ally Eternal Ability or delete 1 Tome ability from ally graveyard; target ally squadron gains Safeguard (2). Refresh at the end of Enemy Phase.	
High Priestess	Magicians	High Priestess.PNG	Squadron	Erudite Magician	2	20	20	5	7 + 2x	【Limit Action】『Book of Fate』 Sacrifice 1 Eternal Ability or delete 1 Tome ability from ally graveyard; inflict Bolt (15) to target squadron or destroy target ability.	
Firelink Keeper	Magicians	Firelink Keeper.PNG	Squadron	Soul Magician	0	15	15	5	5 + 2x	【Skill】 Sacrifice 1 Eternal Ability or delete 1 Tome ability from ally graveyard; Pay [1] and gain 1 permanently: •Attack (5) •Defense (5) •Speed (2).  『"Mayst thou thy peace discov'r"』	
Julia	Magicians	Julia.PNG	Squadron	Vita Magician	1	15	15	6	5 + 2x	【Perfect Strike】 【Skill】 Self-sacrifice; Transient activate 1 Tome ability with a Charge effect from ally graveyard. 【Grave】 Sacrifice 1 Eternal Ability; Transient create this card.	
Celica	Magicians	Celica.PNG	Squadron	Ignis Magician	2	15	20	4	6 + 2x	【Unblockable】 【Passive】 Gains Attack (+5) for each ally Eternal Ability. 【Action】『Ragnarok』 If this card has not attacked this turn: Inflict Bolt to target squadron equal to the attack bonus on this card (Max: 10), then self-inflict Nullify (2).	
Circadia	Magicians	Circadia.PNG	Squadron	Cyclus Magician	1	15	15	6	6 + 2x	【Action】 Sacrifice 1 ally Eternal Ability or delete 1 Tome ability from ally graveyard; choose 1 to inflict to target enemy squadron. You may only choose each effect once: •Silence (2). •Stun (2). •Suppress (2).	
Yuyuko, The Face of Nog	Magicians	Yuyuko.PNG	Squadron	Spirit Magician	1	15	15	6	6 + 2x	【R3】 Deploy this card into your Active Line. 【Entry】 Target 1 soul cost [1] or less Magic ability in ally graveyard with a different name than ally deleted cards; until the end of Ally Phase, you may Transient activate it for [0].	
Kokoro	Magicians	Kokoro.PNG	Squadron	Nihil Magician	2	15	25	4	7 + 2x	【Action】 Delete 1 Magic ability from ally graveyard; choose 1. You may only choose each effect once: •Inflict Silence (2) to target squadron. •Destroy target ability. 【Limit Skill】 Tag or Reposition target squadron(s).	
Delthea	Magicians	Delthea.PNG	Squadron	Chaos Magician	1	10	10	6	5 + 1x	【Sniper】 【R3】 Discard 1 Tome or Magic ability; create this card, but it cannot attack this turn. 【Active】 If there is an ally Tome ability: Gains Attack (10).	
Patchouli	Magicians	Patchouli.PNG	Squadron	Liber Magician	1	10	20	5	7 + 2x	【Deploy】 Search 1 Tome ability. 	
Anti Damage	Network	Anti Damage.PNG	Ability	Stealth Chip	0	-	-	R2	-	【Conversion (5)】 【Limit】 When an ally Navi squadron dies from combat: Cleanse and Recreate it. You may only activate Chip abilities this turn.	
Barrier	Network	Barrier.PNG	Ability	Null Chip	0	-	-	R1	-	【Conversion (-1)】 【Limit】 If the only ally squadron is a Navi: Augment it until after its next combat: "〖Armor (10)〗"  You may only activate Chip abilities next turn. 	
Blinder	Network	Blinder.PNG	Ability	Stealth Chip	0	-	-	R2	-	【Conversion (-1)】 【Limit】 Outside of Combat Phase, if there are no ally squadrons or the only ally squadron is a Navi: Inflict Stun (1) to target enemy squadron. You may only activate Chip abilities this turn. 	
Escape	Network	Escape.PNG	Ability	Stealth Chip	0	-	-	R2	-	【Conversion (5)】 【Limit】  Outside of Combat: Return an ally Navi squadron to hand, then you may deploy a different Navi squadron. It cannot attack directly this turn. You may only activate Chip abilities this turn. 	
Custom Volt	Network	Custom Volt.PNG	Ability	Elec Chip	0	-	-	R2	-	【Conversion (5)】 If the only ally squadron is a Navi: Augment it until after its next combat: "〖Attack (20)〗 〖Passive〗 May not attack directly. Self-inflicts Attack (-5) times the number of ally abilities activated this turn."	
Invisible	Network	Invisible.PNG	Ability	Stealth Chip	0	-	-	R2	-	【Conversion (5)】 【Limit】 Inflict Vanish (1-2) to an ally Navi squadron. You may only activate Chip abilities this turn. 	
Jack In - Execute!	Network	Jack In - Execute!.PNG	Ability	Navi Program	1	-	-	R1	-	【Conversion (+1)】 May be sacrificed as any card type. 【Limit】 Search and deploy 1 Navi squadron.	
Mach Gun	Network	Mach Gun.PNG	Ability	Cursor Chip	0	-	-	R1	-	【Conversion (5)】 【Limit】 If there are no ally squadrons or the only ally squadron is a Navi: Reveal and recall up to 2 target concealed enemy abilities.	
Magnum	Network	Magnum.PNG	Ability	Cursor Chip	0	-	-	R2	-	【Conversion (5)】 【Limit】 If there are no ally squadrons or the only ally squadron is a Navi: Inflict Bolt (5) and Silence (1) to target Support squadron. When that card is targeted by a Navi squadron for an attack: Attacking squadron gains Instant Strike for that combat.	
Meteor	Network	Meteor.PNG	Ability	Fire Chip	0	-	-	R1	-	【Conversion (5)】 【Limit】 If there are no ally squadrons or the only ally squadron is a Navi: Inflict Bolt (5) to target enemy squadron. Also, at the end of Combat Phase, if there is an ally Navi squadron: Inflict Bolt (5) to targeted squadron.	
Poltergeist	Network	Poltergeist.PNG	Ability	Null Chip	0	-	-	R2	-	【Conversion (5)】 【Limit】 If there are no ally squadrons or the only ally squadron is a Navi: Choose 1 based on the type of target card in enemy graveyard: •Squadron: Delete it. •Ability: Place it concealed as an ally card, but delete it at the end of the turn or after it resolves.	
Battle Routine - Set!	Network	Battle Routine - Set!.PNG	Ability	Navi Program	1	-	-	R1	-	【Limit】 Search 1 Chip ability or Navi squadron. Then, if there are 3 or more Chip abilities in ally graveyard: You may delete 1 of them and draw 1. You may only activate Chip abilities next turn. 	
Sanctuary	Network	Sanctuary.PNG	Ability	Null Chip	0	-	-	R1	-	【Conversion (-1)】 【Limit】 If the only ally squadron is a Navi: Place 1 "Holy Panel" marker. You may only activate Chip abilities until the end of Enemy Phase.	
Navi Style - Change!	Network	Navi Style - Change!.PNG	Ability	Navi Program	1	-	-	R2	-	【Limit】 Sacrifice 1 ally card, then Cleanse and Ascend target ally Navi squadron for [0]. Then, if there are no other ally squadrons: Attack Refresh. You may only activate Chip abilities next turn.	
Uninstall	Network	Uninstall.PNG	Ability	Null Chip	0	-	-	R1	-	【Conversion (-1)】 【Limit】 If the only ally squadron is a Navi: Destroy target card in the ability zone or inflict Nullify (1) to target squadron.	
Elec Sword	Network	Elec Sword.PNG	Ability	Elec Chip	0	-	-	R2	-	【Conversion (5)】 If the only ally squadron is a Navi: Augment it until after its next combat:  "〖Attack (5)〗〖Speed (2)〗 〖R2 Action〗 When declaring an attack: Inflict Stun (2) to target enemy squadron."	
Wide Shot	Network	Wide Shot.PNG	Ability	Aqua Chip	0	-	-	R2	-	【Conversion (5)】 If the only ally squadron is a Navi: Augment it until after its next combat: "〖Attack (5)〗 〖Passive〗 Damage from this squadron's combat is applied to all other revealed squadrons in the same line (Max: 10). Chip damage is only applied once."	
Wind Racket	Network	Wind Racket.PNG	Ability	Wind Chip	0	-	-	R2	-	【Conversion (5)】 If the only ally squadron is a Navi: Augment it until after its next combat: "〖Attack (10)〗 〖R2 Action〗 When declaring an attack: Tag or Reposition target enemy squadron(s)."	
Step Slash	Network	Step Slash.PNG	Ability	Sword Chip	0	-	-	R2	-	【Conversion (5)】 You may tag or reposition a support ally Navi squadron. Then, if the only ally squadron is a Navi: Augment it until after its next combat:  "〖Attack (10)〗〖Unblockable〗"	
Muramasa	Network	Muramasa.PNG	Ability	Sword Chip	0	-	-	R2	-	【Conversion (5)】 If the only ally squadron is a Navi: Augment it until after its next combat: "〖Passive〗 May not attack directly. Gains Attack (+5) for every 10 life you've lost under base (Max: +15)."	
Risky Honey	Network	Risky Honey.PNG	Ability	Wood Chip	0	-	-	R2	-	【Conversion (5)】 If the only ally squadron is a Navi: Augment it until after its next combat: "〖Attack (5)〗 〖Armor (5)〗 〖Passive〗 If this card has no Armor: It gains Dual Strike."	
Variable Sword	Network	Variable Sword.PNG	Ability	Sword Chip	0	-	-	R2	-	【Conversion (5)】 【Limit】 If the only ally squadron is a Navi: Reveal 1 ability in hand; Augment it until after its next combat based on the revealed card's type:  •Fire: "〖Attack (10)〗〖Unblockable〗"  •Aqua: "〖Attack (5)〗〖Dual Strike〗"  •Wood: "〖Attack (10)〗〖Armor (5)〗" •Elec: "〖Attack (10)〗〖Instant Strike〗" 	
Double Point	Network	Double Point.PNG	Ability	Plus Chip	0	-	-	R2	-	【Conversion (5)】 Place "Panel Grab" markers on an equal number of unused ally ability and squadron zones, including 1 Active Zone. The next ally Navi squadron to attack a squadron inflicts an additional 5 combat damage times the number of ally "Panel Grab" markers.	
Buster Up	Network	Buster Up.PNG	Ability	Plus Chip	0	-	-	R1	-	【Conversion (+1)】 【Limit】 Target ally Navi squadron gains permanent Attack (5) and Speed (1).	
Rock Cube	Network	Rock Cube.PNG	Ability	Obstacle Chip	0	-	-	R2	-	【Conversion (5)】 【Limit】 Outside of enemy Combat Phase, if there are no ally squadrons or the only ally squadron is a Navi:  Create 1 "Obstruction" token. You may only activate Chip abilities this turn. 	
Timpani	Network	Timpani.PNG	Ability	Obstacle Chip	0	-	-	R1	-	【Conversion (5)】 【Limit】  If there are no ally squadrons or the only ally squadron is a Navi: Create 1 "Tromby" token.	
Time Bomb	Network	Time Bomb.PNG	Ability	Obstacle Chip	0	-	-	R1	-	【Conversion (5)】 【Limit】 If there are no ally squadrons or the only ally squadron is a Navi: Create 1 "Bomb" token.	
Bubble Wrap	Network	Bubble Wrap.PNG	Ability	Aqua Chip	0	-	-	R2	-	【Conversion (-1)】 【Limit】 Cleanse target ally Navi squadron and it gains Safeguard and Armor (5) until the next time it takes damage. You may only activate Chip abilities this turn.	
Sparker	Network	Sparker.PNG	Ability	Elec Chip	0	-	-	R2	-	【Conversion (5)】 If the only ally squadron is a Navi: Augment it until after its next combat:  "〖Instant Strike〗 〖Attack (5)〗  〖R2 Action〗 When initiating combat: Pay life in multiples of 5 (Max: 10); inflict Bolt to the attack target equal to the amount paid."	
Freeze Bomb	Network	Freeze Bomb.PNG	Ability	Aqua Chip	0	-	-	R2	-	【Conversion (5)】 If the only ally squadron is a Navi: Augment it until after its next combat: "〖Perfect Strike〗 〖Attack (5)〗 〖R2 Action〗 When declaring an attack: Inflict Suppress (2) to target enemy squadron."	
Full Custom	Network	Full Custom.PNG	Ability	Null Chip	1	-	-	R1	-	【Conversion (-1)】 【Limit】 If the only ally squadron is a Navi: Delete up to 3 Chip abilities from ally graveyard, then draw the same number. You may only activate Chip abilities next turn.	
Gun del Sol	Network	Gun del Sol.PNG	Ability	Solar Chip	0	-	-	R2	-	【Conversion (5)】 If the only ally squadron is a Navi: Augment it until after its next combat: "〖Perfect Strike〗 〖Piercing Strike〗 〖Unblockable〗"	
Gaia Blade	Network	Gaia Blade.PNG	Ability	Wood Chip	0	-	-	R2	-	【Conversion (5)】 【Limit】 If the only ally squadron is a Navi: Augment it until after its next combat: "〖Attack (10)〗 〖R2 Limit Action〗 Reveal 1 Chip ability in hand with an effect to augment; this card gains any Action effects from that augment."	
Blower	Network	Blower.PNG	Ability	Fire Chip	0	-	-	R2	-	【Conversion (5)】 【Type: Wind Chip】 If the only ally squadron is a Navi: Augment it until after its next combat: "〖Attack (10)〗 〖R2 Action〗 Expire 1 ally Marker on an enemy zone; gain Attack (+5)."	
Twister	Network	Twister.PNG	Ability	Wood Chip	0	-	-	R2	-	【Conversion (5)】 【Type: Wind Chip】 If the only ally squadron is a Navi: Augment it until after its next combat:  "〖Attack (5)〗〖Speed (2)〗 〖R2 Action〗 Scry 1 for each Chip ability played this turn (Max: 3)"	
Ice Seed	Network	Ice Seed.PNG	Ability	Aqua Chip	0	-	-	R2	-	【Conversion (5)】 If there are no ally squadrons or the only ally squadron is a Navi: Place 1 "Ice Panel" marker. 	
Lava Seed	Network	Lava Seed.PNG	Ability	Fire Chip	0	-	-	R2	-	【Conversion (5)】 If there are no ally squadrons or the only ally squadron is a Navi: Place 1 "Lava Panel" marker. 	
Lan Hikari	Network	Lan Hikari.PNG	Eternal Ability	Navi Operator	1	-	-	-	-	【Limit Entry】 Search 1 "Megaman.EXE". 【Passive】 You may use Chip abilities that were sacrificed since last Ally Phase for Conversion. 【Limit】 Sacrifice 1 Chip ability from hand; Recon 3. You may add 1 Chip ability from among them to hand.	
Marker - Panel Grab (Network) (Double Point)	Network	Panel Grab.PNG	Token	-	-	-	-	-	-	【Nameless】 【Expire】 End of second Ally Phase after placement. 【Passive】 Cards may not exist in this zone.	
Marker - Holy Panel (Network) (Sanctuary)	Network	Holy Panel.PNG	Token	Marker	-	-	-	-	-	【Expire】 End of Enemy Phase or an ally squadron dies. 【Passive】 A Navi squadron in this zone takes 5 less damage from combat but cannot retaliate.	
Marker - Ice Panel (Network) (Ice Seed)	Network	Ice Panel.PNG	Token	-	-	-	-	-	-	【Expire】 End of second Enemy Phase after placement. 【Passive】 Squadrons cannot tag or reposition into this zone. 【Detonate】 When a Navi squadron that is augmented by the effect of an Aqua Chip ability attacks into this zone: Inflict Stun (2) to the squadron in this zone.	
Marker - Lava Panel (Network) (Lava Seed)	Network	Lava Panel.PNG	Token	-	-	-	-	-	-	【Expire】 At the end of the second Enemy Phase after placement. 【Passive】 An enemy squadron in this zone has its properties nullified and cannot block.	
Ascend - Tomahawk Soul (Network) (Megaman.EXE)	Network	Tomahawk Soul.PNG	Token	Wood Navi	1	10	20	4	11	【Ascended from "Megaman.EXE"】 【Status Safeguard】 【Armor (5)】 【Death】 Revert and recreate.	
Ascend - Bass Cross (Network) (Megaman.EXE)	Network	Bass Cross.PNG	Token	Rogue Navi	1	10	20	5	10	【Ascended with "Bass.EXE"】 【R2 Action】 Delete 1 Chip ability from ally graveyard; becomes 1 of the following: •(15/20/4/12). •(10/20/8/9+2x). 【Death】 Revert and recreate.	
Ascend - Magnet Soul (Network) (Megaman.EXE)	Network	Magnet Soul.PNG	Token	Elec Navi	1	10	20	4	6 + 3x	【Ascended from "Megaman.EXE"】 【R2 Action】 Inflict Immobile (1) to target support squadron. 【Death】 Revert and recreate.	
Ascend - Fire Soul (Network) (Megaman.EXE)	Network	Fire Soul.PNG	Token	Fire Navi	1	10	20	5	8 + 2x	【Ascended from "Megaman.EXE"】 【Entry】 Recover 1 Chip ability. 【Death】 Revert and recreate.	
Ascend - Sol Cross (Network) (Megaman.EXE)	Network	Sol Cross.PNG	Token	Solar Navi	2	10	20	6	8 + 2x	【Ascended from "Megaman.EXE" with a Solar card】 【Piercing Strike】【Unblockable】 【Death】 Revert and recreate.	
Ascend - Colonel Soul (Network) (Megaman.EXE)	Network	Colonel Soul.PNG	Token	Obstacle Navi	1	10	20	4	9 + 1x	【Ascended from "Megaman.EXE"】 【R2 Action】 Sacrifice 1 Chip ability from hand; Create 1 "Colonel Army" token. 【Death】 Revert and recreate.	
Token - Colonel Army (Network)	Network	Colonel Army.PNG	Token	Obstacle	-	10	5	3	6	【Sniper】【Lifeless】 【Passive】 Not treated as an ally squadron by Chip abilities. Dies at the end of Enemy Phase.	
Ascend - Search Soul (Network) (Megaman.EXE)	Network	Search Soul.PNG	Token	Cursor Navi	1	10	15	6	8 + 1x	【Ascended from "Megaman.EXE"】 【Entry】 Place 1-3 Chip and/or Navi cards from hand on the bottom of deck, then draw the same number. 【Limit Action】 Look at target concealed enemy card, then destroy a card in the ability zone. 【Death】 Revert and recreate.	
Megaman.EXE	Network	Megaman.EXE.PNG	Squadron	Net Navi	0	5	15	5	10	【R2 Skill】『Soul Unison』 Outside of Combat: Sacrifice 1 Chip ability from hand; Cleanse and Ascend into a squadron that shares a type with the sacrifice. Then, if there is only 1 ally squadron: Attack Refresh. 【Grave】 Delete 2 Chip abilities from ally graveyard; Transient create this card.	
Protoman.EXE	Network	Protoman.EXE.PNG	Squadron	Net Navi	1	5	20	5	10	【Deploy】 Search 1 Navi ability. 【Limit Action】『Blues Shield』 Attack Spend; Nullify all damage from this card's next combat until end of Enemy Phase. 【Action】 Self-sacrifice; recover 1 Chip ability. 【R2 Grave】 When an ally Navi squadron dies; Transient create this card as nullified.	
Bass.EXE	Network	Bass.EXE.PNG	Squadron	Rogue Navi	1	10	20	5	8 + 2x	【R2 Action】『Darkness Overload』 Sacrifice 1 Chip ability from hand; Attack Refresh and self-inflict Attack (-5). 【R2 Action】 Attack Spend and self-sacrifice; Ascend and Attack Refresh ally "Megaman.EXE". 【Grave】 Sacrifice 1 Chip or Navi card from hand or field; Transient deploy this card.	
Ascend - Number Soul (Network) (Megaman.EXE)	Network	Number Soul.PNG	Token	Plus Navi	1	5	10	6	7 + 1x	【Ascended from "Megaman.EXE"】 【Entry】 Draw 1 and Extra Charge. 【Passive】 Gains Attack (+5) when augmented. 【Death】 Revert and recreate.	
Ascend - Shadow Soul (Network) (Megaman.EXE)	Network	Shadow Soul.PNG	Token	Stealth Navi	1	5	15	8	7 + 2x	【Ascended from "Megaman.EXE"】 【R2 Limit Skill】 When this card battles: Pay [1]; nullify all damage from that battle. 【Death】 Revert and recreate.	
Ascend - Wind Soul (Network) (Megaman.EXE)	Network	Wind Soul.PNG	Token	Wind Navi	1	10	15	7	7 + 2x	【Ascended from "Megaman.EXE"】 【Mobility】 【R2 Action】 During Ally Phase: Tag or reposition target enemy squadron(s). 【Death】 Revert and recreate.	
Ascend - Toad Soul (Network) (Megaman.EXE)	Network	Toad Soul.PNG	Token	Aqua Navi	1	5	15	6	7 + 2x	【Ascended from "Megaman.EXE"】 【R2 Action】 When an ally Chip ability is activated: Inflict Speed (-2) to target squadron until the end of Enemy Phase.  【R2 Limit Action】 Self-Inflict Vanish (1). 【Death】 Revert and recreate.	
Ascend - Proto Soul (Network) (Megaman.EXE)	Network	Proto Soul.PNG	Token	Sword Navi	1	5	20	6	10	【Ascended from "Megaman.EXE"】 【R2 Skill】 Delete 1 Chip ability from ally graveyard; Gain 1: •Unblockable (1). •Instant Strike (1). •Attack (+5). 【Death】 Revert and recreate.	
Token - Obstruction (Network)	Network	Obstruction.PNG	Token	Obstacle	-	0	30	3	0	【Passive】 Not treated as an ally squadron by Chip abilities. Dies at the end of Enemy Phase.	
Token - Tromby (Network) (Timpani)	Network	Tromby.PNG	Token	Obstacle	-	0	10	3	-	【Passive】 Not treated as an ally squadron by Chip abilities. Dies at the end of the turn after it is created. Enemy Squadrons in the same line as this card (Support or Active) cannot activate their effects or move except by card effects.	
Token - Bomb (Network) (Time Bomb)	Network	Bomb.PNG	Token	Obstacle	-	0	15	3	-	【Lifeless】 【Pre-Charge】 Destroy this card and inflict Bolt (10) to all active squadrons. 【Passive】 Not treated as an ally squadron by Chip abilities.	
Ascend - Elec Team (Network)(Navi Style - Change!)	Network	Elec Team.PNG	Token	Style Navi	1	10	20	5	8 + 1x	【Ascended with "Navi Style - Change!"】 【R2 Action】 Deploy 1 Navi squadron. It may not attack directly this turn. 【Passive】 Not treated as an ally squadron by Chip abilities. Chip abilities may augment target Navi squadron instead. 【Death】 Recover target Navi squadron.	
Ascend - Aqua Custom (Network)(Navi Style - Change!)	Network	Aqua Custom.PNG	Token	Style Navi	1	5	20	5	7 + 1x	【Ascended with "Navi Style - Change!"】 【Entry】 Extra Charge. 【R2 Action】 Target ability in the sequence gains: "〖Conversion (+1)〗" after it resolves and until it leaves graveyard. 【Death】 Deploy 1 Navi squadron from hand.	
Ascend - Heat Guts (Network)(Navi Style - Change!)	Network	Heat Guts.PNG	Token	Style Navi	1	10	20	5	12	【Ascended with "Navi Style - Change!"】 【Unblockable】 【Squadron Instant】 【Death】 Create 1 Navi squadron from hand.	
Ascend - Wood Shield (Network)(Navi Style - Change!)	Network	Wood Shield.PNG	Token	Style Navi	1	5	20	5	10	【Ascended with "Navi Style - Change!"】 【Safeguard】【Armor (10)】 【Death】 Create 1 Navi squadron from ally graveyard.	
Fade To Black	Shinigami	Fade To Black.PNG	Ability	Spiritual Burst	0	-	-	R1	-	【Limit】 If there is an ally Shinigami or Arrancar squadron: Recon 3, then draw 1. Then, if there is an ally Ascended squadron: You may discard 1 and draw 1.	
Fade To White	Shinigami	Fade To White.PNG	Ability	Spiritual Resurrection	0	-	-	R2	-	【Limit】 When an ally Shinigami or Arrancar squadron dies from combat: Ascend it, then Recreate it.	
Flash Step	Shinigami	Flash Step.PNG	Ability	Spiritual Shunpo	0	-	-	R3	-	【Limit】 Outside of Enemy Combat Phase: Tag or reposition target ally Shinigami or Arrancar squadron, but the tagged card(s) cannot attack directly this turn.	
Flashing Blade	Shinigami	Flashing Blade.PNG	Ability	Spiritual Ambush	0	-	-	R2	-	【Limit】 Target Shinigami or Arrancar squadron gains Unblockable (1) and Instant Strike (1).	
Soul-Slaying Blade	Shinigami	Soul-Slaying Blade.PNG	Ability	Spirutual Awakening	0	-	-	-	-	【Limit】 Spend your Extra Charge; Ascend target ally Shinigami or Arrancar squadron for [-1].	
Unmask	Shinigami	Unmask.PNG	Ability	Spiritual Release	0	-	-	R2	-	【Limit】 Revert target ally Shinigami or Arrancar squadron and draw 2.	
Hueco Mundo	Shinigami	Hueco Mundo.PNG	Eternal Ability	Spiritual Limbo	0	-	-	-	-	【Charge】 Delete 1 Shinigami or Arrancar squadron from ally graveyard, draw 2, Charge [2], then discard 1. 【Limit】 Self-sacrifice; delete 1 Shinigami or Arrancar squadron from ally graveyard and Ascend 1 ally squadron.	
Marker - Senbonzakura (Shinigami) (Byakuya - Kageyoshi)	Shinigami	Senbonzakura.PNG	Token	-	-	-	-	-	-	【Expire】 Ally "Byakuya - Kageyoshi" leaves the Active Line. 【Passive】 Enemy squadrons in this zone take 5 additional combat damage from Shinigami squadrons. An ally Shinigami or Arrancar squadron in this zone gains Safeguard. 【Detonate】 Inflict Silence (2) to an enemy squadron in this zone.	
Ascend - Kenpachi (Shinigami)	Shinigami	Kenpachi - Nozarashi.PNG	Token	Shinigami Oni	3	30	25	4	10 + 2x	【Ascended from "Kenpachi Zaraki"】 【Reaper】 【Unblockable】	
Ascend - Yamamoto (Shinigami)	Shinigami	Yamamoto - Ryujin.PNG	Token	Shinigami Taimatsu	3	30	20	7	10 + 2x	【Ascended from "Yamamoto Genryusai"】 【R2 Action】 At the start of ally Combat Phase: Destroy another active ally Shinigami or Arrancar squadron and 1 enemy squadron with equal or less soul cost.	
Ascend - Vasto Lorde (Shinigami) (Ichigo Kurosaki)	Shinigami	Vasto Lorde.PNG	Token	Arrancar Lord	3	25	25	4	7 + 2x	【Ascended from "Ichigo Kurosaki" with "Fade To White"】	
Ascend - Rukia (Shinigami)	Shinigami	Rukia - Shirayuki.PNG	Token	Shinigami Shirafune	1	25	5	5	8 + 1x	【Ascended from "Rukia Kuchiki"】 【Entry】 Self-inflict Stun (2); inflict Suppress (2) to all other squadrons. 【Passive】 Cannot attack directly.	
Coyote Starrk	Shinigami	Coyote Starrk.PNG	Squadron	Arrancar Kodoku	1	20	15	5	5 + 2x	【Action】 If this is the only ally squadron: Reveal 1 Arrancar or Shinigami squadron from hand; Ascend.	
Sousuke Aizen	Shinigami	Sousuke Aizen.PNG	Squadron	Shinigami Kyoka	2	20	20	5	6 + 2x	【R3】 When an ally Shinigami or Arrancar squadron dies: Pay [2]; place it on the bottom of your deck, then create this card in its place. 【Entry】 Inflict Nullify (2) to target card. 【Action】 Delete 5 Shinigami or Arrancar squadrons from ally graveyard; Ascend.	
Ascend - Ichigo - Hollow (Shinigami)	Shinigami	Ichigo - Hollow.PNG	Token	Shinigami Getsuga	2	20	20	5	6 + 2x	【Ascended from "Ichigo Kurosaki"】 【Reaper】 【Squadron Safeguard】	
Ascend - Coyote Starrk (Shinigami)	Shinigami	Coyote - Los Lobos.PNG	Token	Arrancar Kodoku	2	20	20	5	7 + 2x	【Ascended from "Coyote Starrk"】 【Passive】 You cannot deploy squadrons while there is an ally "Los Lobos". 【Entry】 If there is only 1 ally squadron: Create 1 "Los Lobos" token.	
Ascend - Renji (Shinigami)	Shinigami	Renji - Zabimaru.PNG	Token	Shinigami Orochi	2	20	30	4	7 + 2x	【Ascended from "Renji Abarai"】 【Squadron Safeguard】 【R2 Action】 If an Ally Shinigami or Arrancar squadron is targeted by an effect: Intercept.	
Ascend - Aizen (Shinigami)	Shinigami	Aizen - Suigetsu.PNG	Token	Shinigami Kyoka	3	20	25	5	8 + 2x	【Ascended from "Sousuke Aizen"】 【Limit Action】 Inflict Nullify (2) to all enemy squadrons.	
Ascend - Grimmjow (Shinigami)	Shinigami	Grimmjow - Pantera.PNG	Token	Arrancar Hakai	2	20	20	6	8 + 2x	【Ascended from "Grimmjow"】 【Mobility】	
Nelliel	Shinigami	Nelliel.PNG	Squadron	Arrancar Gisei	0	15	15	5	6 + 1x	【Perfect Strike】 【R2 Skill】 When an ally Shinigami or Arrancar squadron takes damage: Ascend.	
Rukia Kuchiki	Shinigami	Rukia Kuchiki.PNG	Squadron	Shinigami Shirafune	0	15	10	6	6 + 1x	【R2 Action】 At the start of ally Combat Phase: Discard 1 Shinigami or Arrancar squadron; Ascend.	
Ulquiorra	Shinigami	Ulquiorra.PNG	Squadron	Arrancar Kyomu	1	15	10	7	6 + 1x	【Action】 If there is an ally Shinigami or Arrancar squadron that has earned a combat kill: Ascend for [-1]. 【Death】 Delete 1 Shinigami or Arrancar squadron from ally graveyard; Recreate and Ascend.	
Renji Abarai	Shinigami	Renji Abarai.PNG	Squadron	Shinigami Orochi	1	15	25	3	6 + 2x	【R2 Action】 If this card has taken combat damage: Ascend.	
Shuhei Hisagi	Shinigami	Shuhei Hisagi.PNG	Squadron	Shinigami Kare	0	15	10	6	7 + 1x	【R2 Skill】 When an ally Shinigami or Arrancar squadron earns a combat kill: Ascend.	
Yamamoto Genryusai	Shinigami	Yamamoto Genryusai.PNG	Squadron	Shinigami Taimatsu	2	15	25	5	7 + 2x	【Guardian】 【Post Charge】 Ascend.	
Ichigo Kurosaki	Shinigami	Ichigo Kurosaki.PNG	Squadron	Shinigami Getsuga	1	15	20	4	8 + 1x	【Reaper】  【Skill】 If there is another ally Shinigami or Arrancar squadron: Ascend.	
Toshiro Hitsugaya	Shinigami	Toshiro Hitsugaya.PNG	Squadron	Shinigami Hyoketsu	1	15	20	5	8 + 1x	【R2 Skill】 During Charge Phase: Ascend. 【R2 Assist】 Combat Tag Advance with an ally Shinigami or Arrancar squadron.	
Ascend - Nelliel (Shinigami)	Shinigami	Nelliel - Gamuza.PNG	Token	Arrancar Gisei	1	15	20	4	6 + 2x	【Ascended from "Nelliel"】 【Piercing Strike】  【R2 Assist】 Combat Tag Defend with a Shinigami or Arrancar squadron.	
Ascend - Ichigo - Zangetsu (Shinigami)	Shinigami	Ichigo - Zangetsu.PNG	Token	Shinigami Getsuga	2	15	20	8	6 + 3x	【Ascended from "Ichigo Kurosaki"】 【Reaper】 【Squadron Instant】	
Ascend - Nnoitra (Shinigami)	Shinigami	Nnoitra - Santa Teresa.PNG	Token	Arrancar Zetsubo	1	15	20	4	7 + 1x	【Ascended from "Nnoitra"】 【Active】 If this card can be attacked: Enemy squadrons cannot target other Shinigami or Arrancar squadrons for attacks. 	
